측정소,년,월,일,시,CO,NO₂,PM10,PM2.5,Temp,direction(wind),speed(wind),Precipitation
801 온천동,2014,1,15,19,0.4,0.021,31,,3.7,309.4,2.6,0
801 온천동,2014,1,15,20,0.4,0.022,29,,2.3,224,0.5,0
801 온천동,2014,1,15,21,0.4,0.02,38,,1,0,0.2,0
801 온천동,2014,1,15,22,0.2,0.019,39,,1.4,33.2,0.9,0
801 온천동,2014,1,15,23,0,0.018,39,,1,345.2,1.1,0
801 온천동,2014,1,15,24,0,0.016,44,,-0.3,349.5,0.9,0
801 온천동,2014,1,16,1,1,0.02,40,,-0.3,217.1,0.5,0
801 온천동,2014,1,16,2,1.2,0.019,51,,-0.9,51.7,1,0
801 온천동,2014,1,16,3,1.1,0.019,56,,-1.8,89.5,1.2,0
801 온천동,2014,1,16,4,1,0.018,46,,-2.1,44.7,1.1,0
801 온천동,2014,1,16,5,1,0.018,55,,-1.6,160.1,0.7,0
801 온천동,2014,1,16,6,0.8,0.019,54,,-1.9,48.7,0.8,0
801 온천동,2014,1,16,7,0.9,0.024,69,,-2.6,0,0.4,0
801 온천동,2014,1,16,8,1.2,0.031,72,,-3.2,80.4,1.5,0
801 온천동,2014,1,16,9,1.4,0.028,101,,-3.6,0,0.3,0
801 온천동,2014,1,16,10,1.5,0.038,103,,-1.6,278,0.5,0
801 온천동,2014,1,16,11,1.6,0.025,116,,1.4,339.1,0.5,0
801 온천동,2014,1,16,12,1.9,0.025,104,,2.5,286.5,1.2,0
801 온천동,2014,1,16,13,2.1,0.021,90,,4.5,252,0.9,0
801 온천동,2014,1,16,14,2.1,0.02,90,,5.4,276.8,1.5,0
801 온천동,2014,1,16,15,1.2,0.024,56,,6.4,251,2.3,0
801 온천동,2014,1,16,16,1.1,0.027,65,,6,195.7,2.2,0
801 온천동,2014,1,16,17,1.3,0.03,89,,5.6,192.7,2.5,0
801 온천동,2014,1,16,18,1.4,0.03,90,,4.9,197.6,1.7,0
801 온천동,2014,1,16,19,1.1,0.03,88,,4.4,170.7,1.9,0
801 온천동,2014,1,16,20,1.4,0.033,73,,3.3,48.7,1.1,0
801 온천동,2014,1,16,21,1.1,0.031,99,,2.4,25.3,0.8,0
801 온천동,2014,1,16,22,1.1,0.031,90,,1.3,41.5,0.7,0
801 온천동,2014,1,16,23,0.9,0.028,99,,0.2,0,0.4,0
801 온천동,2014,1,16,24,0.9,0.028,86,,0.4,30.1,0.6,0
801 온천동,2014,1,17,1,1.5,0.025,86,,0.4,62.1,0.8,0
801 온천동,2014,1,17,2,1.4,0.021,95,,1,0,0.4,0
801 온천동,2014,1,17,3,1.2,0.016,114,,1.9,337.7,1.2,0
801 온천동,2014,1,17,4,1.1,0.015,138,,1.4,337.4,1.6,0
801 온천동,2014,1,17,5,1.1,0.014,144,,0.7,70.5,0.9,0
801 온천동,2014,1,17,6,1.3,0.023,126,,0.3,132.3,1.1,0
801 온천동,2014,1,17,7,1.5,0.041,149,,-0.2,91.2,1.7,0
801 온천동,2014,1,17,8,1.5,0.032,186,,0.5,328.9,0.7,0
801 온천동,2014,1,17,9,1.9,0.032,197,,-0.2,52.3,0.7,0
801 온천동,2014,1,17,10,1.8,0.032,192,,1.3,156.9,1.1,0
801 온천동,2014,1,17,11,1.7,0.027,202,,2.9,164.4,0.9,0
801 온천동,2014,1,17,12,2,0.029,175,,4.9,150.4,1.2,0
801 온천동,2014,1,17,13,2.1,0.027,148,,6.8,202.4,0.7,0
801 온천동,2014,1,17,14,2.3,0.025,123,,7.3,241.1,1,0
801 온천동,2014,1,17,15,2.3,0.029,115,,7.3,262.9,2.3,0
801 온천동,2014,1,17,16,2.2,0.024,115,,7,298.3,1.3,0
801 온천동,2014,1,17,17,2.2,0.026,99,,7.2,256.6,2.7,0
801 온천동,2014,1,17,18,2.2,0.026,100,,6.3,239.9,1.5,0
801 온천동,2014,1,17,19,2,0.027,104,,5,313.4,1,0
801 온천동,2014,1,17,20,2.1,0.039,90,,4.3,93.4,0.8,0
801 온천동,2014,1,17,21,2,0.032,106,,3.7,44,1.4,0
801 온천동,2014,1,17,22,2.2,0.035,94,,1.5,0,0.3,0
801 온천동,2014,1,17,23,2,0.031,113,,1,113,0.8,0
801 온천동,2014,1,17,24,1.7,0.027,100,,0.3,0,0.3,0
801 온천동,2014,1,18,1,1.6,0.026,93,,0.6,43.2,1.3,0
801 온천동,2014,1,18,2,1.5,0.024,95,,-0.3,33.5,0.6,0
801 온천동,2014,1,18,3,1.4,0.023,92,,0.1,16.1,0.7,0
801 온천동,2014,1,18,4,1.3,0.023,99,,-1.2,0,0.4,0
801 온천동,2014,1,18,5,1.3,0.022,98,,-0.6,36.5,0.5,0
801 온천동,2014,1,18,6,1.4,0.024,98,,-1,338.1,0.5,0
801 온천동,2014,1,18,7,1.3,0.031,105,,-0.6,171.2,0.5,0
801 온천동,2014,1,18,8,1.1,0.026,149,,0.1,299,0.7,0
801 온천동,2014,1,18,9,1.2,0.03,157,,0.1,137.4,1.1,0
801 온천동,2014,1,18,10,1.1,0.023,171,,1.6,332.9,2.1,0
801 온천동,2014,1,18,11,1.3,0.021,133,,2.2,330.7,5.6,0
801 온천동,2014,1,18,12,1.6,0.02,113,,2.6,329.3,5.1,0
801 온천동,2014,1,18,13,1.9,0.019,112,,3,330.9,7.5,0
801 온천동,2014,1,18,14,2.2,0.032,94,,4.1,330.3,3.8,0
801 온천동,2014,1,18,15,2.3,0.024,89,,4.8,326.6,3.7,0
801 온천동,2014,1,18,16,2.2,0.026,86,,5,329.1,2.8,0
801 온천동,2014,1,18,17,2.2,0.027,73,,4.3,334.4,4.6,0
801 온천동,2014,1,18,18,1.7,0.025,61,,3.7,320.9,4.8,0
801 온천동,2014,1,18,19,1.4,0.023,55,,3.4,311.8,3.8,0
801 온천동,2014,1,18,20,1.2,0.028,36,,2.8,333.2,2.4,0
801 온천동,2014,1,18,21,1,0.02,38,,1.7,5.4,1.4,0
801 온천동,2014,1,18,22,0.9,0.015,29,,1.2,343.4,3.6,0
801 온천동,2014,1,18,23,0.8,0.018,32,,0.5,330.6,2.6,0
801 온천동,2014,1,18,24,0.7,0.014,31,,-0.4,312,1.2,0
801 온천동,2014,1,19,1,0.9,0.013,32,,-1.1,340,1.5,0
801 온천동,2014,1,19,2,0.8,0.011,33,,-1.5,328.9,0.9,0
801 온천동,2014,1,19,3,0.7,0.012,32,,-2.4,0,0.4,0
801 온천동,2014,1,19,4,0.6,0.011,31,,-2.4,72.5,0.8,0
801 온천동,2014,1,19,5,0.5,0.01,34,,-3.1,55.1,0.6,0
801 온천동,2014,1,19,6,0.5,0.021,33,,-3,43.6,0.9,0
801 온천동,2014,1,19,7,0.5,0.038,32,,-3.9,47.2,0.5,0
801 온천동,2014,1,19,8,0.6,0.025,47,,-4.2,71.5,0.6,0
801 온천동,2014,1,19,9,0.7,0.043,55,,-4.4,0,0.4,0
801 온천동,2014,1,19,10,0.8,0.02,83,,-3.1,328.7,0.6,0
801 온천동,2014,1,19,11,1.1,0.018,76,,0.2,219.2,0.6,0
801 온천동,2014,1,19,12,1.6,0.02,62,,1.4,300.7,0.5,0
801 온천동,2014,1,19,13,2,0.021,55,,3.8,190.9,1.3,0
801 온천동,2014,1,19,14,2.2,0.026,60,,5.1,256.8,1.9,0
801 온천동,2014,1,19,15,1.6,0.025,54,,5.4,223.7,2.5,0
801 온천동,2014,1,19,16,1.2,0.03,48,,6,206.1,1.8,0
801 온천동,2014,1,19,17,1,0.026,45,,6,217.2,1.8,0
801 온천동,2014,1,19,18,0.9,0.025,49,,4.7,237,1.6,0
801 온천동,2014,1,19,19,0.7,0.028,36,,3.4,199.3,1.3,0
801 온천동,2014,1,19,20,0.6,0.026,27,,2.5,217.4,0.6,0
801 온천동,2014,1,19,21,1.1,0.031,32,,2.5,0,0.3,0
801 온천동,2014,1,19,22,1.3,0.033,58,,2,77.5,0.8,0
801 온천동,2014,1,19,23,0.2,0.02,60,,2.8,262.1,2.3,0
801 온천동,2014,1,19,24,0.2,0.018,26,,2.9,255.7,2.1,0
801 온천동,2014,1,20,1,1,0.02,19,,2.8,299.9,2,0
801 온천동,2014,1,20,2,0.9,0.015,37,,2.7,207.2,1.6,0
801 온천동,2014,1,20,3,0.8,0.01,25,,3,286.9,2.3,0
801 온천동,2014,1,20,4,0.9,0.014,28,,3.1,302.2,4.3,0
801 온천동,2014,1,20,5,0.9,0.016,18,,2.8,278.1,3.2,0
801 온천동,2014,1,20,6,1.1,0.024,27,,2.8,203.2,0.9,0
801 온천동,2014,1,20,7,1.5,0.039,54,,3.2,212.6,1,0
801 온천동,2014,1,20,8,1.7,0.043,67,,3.5,133.2,1.4,0
801 온천동,2014,1,20,9,1.9,0.031,64,,4,135.9,1.3,0
801 온천동,2014,1,20,10,1.5,0.027,52,,3.8,297.3,3.6,0
801 온천동,2014,1,20,11,1.5,0.022,42,,5.2,287,5.1,0
801 온천동,2014,1,20,12,1.8,0.021,53,,5.3,299.1,6.8,0
801 온천동,2014,1,20,13,2.2,0.025,67,,6.1,288.9,3.5,0
801 온천동,2014,1,20,14,2.4,0.024,95,,6.9,274.5,4.8,0
801 온천동,2014,1,20,15,2.3,0.022,125,,7.2,283.7,6,0
801 온천동,2014,1,20,16,2.2,0.023,112,,8.1,297.1,4.3,0
801 온천동,2014,1,20,17,2.1,0.024,115,,7.7,293,5.8,0
801 온천동,2014,1,20,18,2.1,0.028,115,,7.4,293.3,2.7,0
801 온천동,2014,1,20,19,2.1,0.026,147,,6.5,282.9,3.4,0
801 온천동,2014,1,20,20,2,0.026,156,,5.9,293.5,1.8,0
801 온천동,2014,1,20,21,1.9,0.025,163,,5.3,290.1,2.5,0
801 온천동,2014,1,20,22,1.8,0.018,163,,4.3,320.8,3.6,0
801 온천동,2014,1,20,23,1.7,0.017,163,,3.8,304.6,5.8,0
801 온천동,2014,1,20,24,1.6,0.012,136,,3.1,313.5,5.4,0
801 온천동,2014,1,21,1,1.2,0.011,84,,2.2,319.4,2.7,0
801 온천동,2014,1,21,2,0.9,0.01,84,,1.2,273,4.7,0
801 온천동,2014,1,21,3,0.6,0.009,50,,0.9,305.1,3.3,0
801 온천동,2014,1,21,4,0.4,0.007,38,,0.1,324.4,4.8,0
801 온천동,2014,1,21,5,0.3,0.008,31,,-0.5,318.4,4.1,0
801 온천동,2014,1,21,6,0.2,0.011,29,,-0.9,321.1,4.1,0
801 온천동,2014,1,21,7,0.3,0.039,24,,-1.2,306.7,4.4,0
801 온천동,2014,1,21,8,0.3,0.029,38,,-1.5,287.2,3.8,0
801 온천동,2014,1,21,9,0.2,0.018,42,,-1.7,278.4,2.7,0
801 온천동,2014,1,21,10,0.4,0.015,43,,-1.3,328.8,5.4,0
801 온천동,2014,1,21,11,0.7,0.015,47,,-0.8,324.8,3.3,0
801 온천동,2014,1,21,12,1,0.016,51,,-0.3,331.8,3.1,0
801 온천동,2014,1,21,13,1.2,0.016,55,,0.2,326.3,5.1,0
801 온천동,2014,1,21,14,1.4,0.016,57,,1.3,306.6,4.6,0
801 온천동,2014,1,21,15,1.5,0.018,60,,1.6,321,5.8,0
801 온천동,2014,1,21,16,1.5,0.02,56,,2.5,287.3,4.1,0
801 온천동,2014,1,21,17,1.3,0.022,57,,2.3,310.2,4.4,0
801 온천동,2014,1,21,18,1.2,0.019,62,,1.7,308.9,3.2,0
801 온천동,2014,1,21,19,1.1,0.021,69,,0.9,336.5,2.6,0
801 온천동,2014,1,21,20,1,0.021,75,,0.6,333.4,2.2,0
801 온천동,2014,1,21,21,0.9,0.02,72,,-0.3,320.1,1.1,0
801 온천동,2014,1,21,22,0.9,0.019,76,,-0.9,351.9,1.8,0
801 온천동,2014,1,21,23,0.7,0.017,80,,-1.3,352.3,1.4,0
801 온천동,2014,1,21,24,0.6,0.014,88,,-1.9,348.6,1.3,0
801 온천동,2014,1,22,1,1,0.012,87,,-2.2,227.6,0.5,0
801 온천동,2014,1,22,2,1.1,0.011,80,,-2.6,55,0.6,0
801 온천동,2014,1,22,3,1,0.012,79,,-2.7,54.6,0.8,0
801 온천동,2014,1,22,4,0.9,0.011,81,,-2.9,121,0.6,0
801 온천동,2014,1,22,5,0.9,0.014,71,,-3.1,33.3,0.7,0
801 온천동,2014,1,22,6,0.9,0.017,80,,-3.8,128.9,1.1,0
801 온천동,2014,1,22,7,1,0.027,82,,-3.4,179.9,1,0
801 온천동,2014,1,22,8,1,0.022,95,,-3.6,133.5,0.8,0
801 온천동,2014,1,22,9,1.3,0.025,94,,-3.1,112.7,1.2,0
801 온천동,2014,1,22,10,1.5,0.027,105,,-1.6,196.1,0.9,0
801 온천동,2014,1,22,11,1.6,0.022,117,,0.2,328.3,1.3,0
801 온천동,2014,1,22,12,1.8,0.019,88,,1.5,329.8,1.8,0
801 온천동,2014,1,22,13,2,0.018,68,,2.5,347.9,1.9,0
801 온천동,2014,1,22,14,1.8,0.018,60,,3.8,306.3,2.9,0
801 온천동,2014,1,22,15,1.1,0.021,41,,4.5,308,2.6,0
801 온천동,2014,1,22,16,0.8,0.021,47,,4.3,323.1,4.4,0
801 온천동,2014,1,22,17,0.9,0.022,47,,5.2,291.2,3.7,0
801 온천동,2014,1,22,18,0.7,0.02,48,,4.7,304.5,3.4,0
801 온천동,2014,1,22,19,0.5,0.023,34,,2.8,127.4,0.5,0
801 온천동,2014,1,22,20,0.4,0.023,31,,2.8,311.2,1.4,0
801 온천동,2014,1,22,21,0.3,0.02,36,,1.6,0,0.4,0
801 온천동,2014,1,22,22,0.2,0.019,29,,1.7,312.6,0.9,0
801 온천동,2014,1,22,23,0.1,0.018,32,,1.1,0.1,1,0
801 온천동,2014,1,22,24,0.1,0.018,33,,0.1,55.9,0.7,0
801 온천동,2014,1,23,1,1.1,0.019,36,,-1,0,0.4,0
801 온천동,2014,1,23,2,1.2,0.02,39,,-1.4,0,0.4,0
801 온천동,2014,1,23,3,1.1,0.019,40,,-2.4,79.5,0.7,0
801 온천동,2014,1,23,4,1,0.019,37,,-2.3,60.2,0.9,0
801 온천동,2014,1,23,5,0.9,0.018,47,,-3.2,0,0.3,0
801 온천동,2014,1,23,6,1,0.02,46,,-3,46.8,1,0
801 온천동,2014,1,23,7,1,0.031,50,,-3.6,48.1,0.5,0
801 온천동,2014,1,23,8,1.3,0.045,82,,-4,37.3,0.6,0
801 온천동,2014,1,23,9,1.4,0.029,92,,-4.3,0,0.2,0
801 온천동,2014,1,23,10,1.5,0.029,92,,-1.7,90.8,0.8,0
801 온천동,2014,1,23,11,1.8,0.029,103,,0.6,0,0.4,0
801 온천동,2014,1,23,12,1.9,0.023,85,,3.6,304.5,1.1,0
801 온천동,2014,1,23,13,점검,점검,55,,4.9,250.5,3.8,0
801 온천동,2014,1,23,14,점검,점검,점검,,6.1,269.4,3.2,0
801 온천동,2014,1,23,15,1.5,0.022,60,,7.1,287.2,3.6,0
801 온천동,2014,1,23,16,1.8,0.025,52,,7.7,285.8,3.9,0
801 온천동,2014,1,23,17,1.9,0.027,53,,7.6,268.4,2.7,0
801 온천동,2014,1,23,18,2,0.033,63,,7,234,2.5,0
801 온천동,2014,1,23,19,2,0.029,59,,5.6,262.1,2.2,0
801 온천동,2014,1,23,20,1.9,0.028,60,,4.6,249.6,1,0
801 온천동,2014,1,23,21,2,0.031,46,,4,204.8,0.8,0
801 온천동,2014,1,23,22,1.7,0.027,54,,3.8,0,0.2,0
801 온천동,2014,1,23,23,1.8,0.03,47,,3.2,232,1.7,0
801 온천동,2014,1,23,24,2.1,0.031,61,,3,194.6,1,0
801 온천동,2014,1,24,1,1.4,0.026,78,,2.8,190.2,1.2,0
801 온천동,2014,1,24,2,0.9,0.012,58,,3.8,194.6,1.7,0
801 온천동,2014,1,24,3,0.8,0.011,31,,4.3,256,2.3,0
801 온천동,2014,1,24,4,0.9,0.013,36,,4.3,259.8,2.8,0
801 온천동,2014,1,24,5,0.8,0.014,35,,4.5,284.1,4.8,0
801 온천동,2014,1,24,6,0.9,0.019,32,,4.4,295.8,5.4,0
801 온천동,2014,1,24,7,1.1,0.034,34,,4.5,301.3,5.1,0
801 온천동,2014,1,24,8,1.3,0.036,53,,3.4,334.5,1.3,0
801 온천동,2014,1,24,9,1.4,0.029,65,,4,0.3,0.8,0
801 온천동,2014,1,24,10,1.7,0.025,64,,6.3,208.5,1.2,0
801 온천동,2014,1,24,11,1.9,0.023,64,,7.5,254.2,2.4,0
801 온천동,2014,1,24,12,2,0.022,57,,8.3,275.8,3.5,0
801 온천동,2014,1,24,13,1.9,0.021,49,,9.6,255.8,4.5,0
801 온천동,2014,1,24,14,1.8,0.018,53,,10.5,287.7,4.6,0
801 온천동,2014,1,24,15,1.8,0.019,47,,11.9,275.3,5.8,0
801 온천동,2014,1,24,16,1.8,0.04,39,,12.5,266.7,3.5,0
801 온천동,2014,1,24,17,1.8,0.023,32,,12.1,281.8,4.4,0
801 온천동,2014,1,24,18,1.8,0.022,42,,11.5,283.7,5,0
801 온천동,2014,1,24,19,1.9,0.03,47,,10.8,226.7,2.5,0
801 온천동,2014,1,24,20,1.9,0.027,25,,10.6,218.1,2.4,0
801 온천동,2014,1,24,21,1.8,0.022,37,,10.6,225.4,2.6,0
801 온천동,2014,1,24,22,1.9,0.025,27,,10.5,252.1,2.6,0
801 온천동,2014,1,24,23,1.9,0.023,27,,10,213.8,1.8,0
801 온천동,2014,1,24,24,1.8,0.019,36,,10.3,239.3,1.7,0
801 온천동,2014,1,25,1,1.1,0.019,24,,10.6,236.9,2.5,0
801 온천동,2014,1,25,2,1.2,0.022,33,,10.6,238.7,2.2,0
801 온천동,2014,1,25,3,0.9,0.018,27,,10.3,220,1.5,0
801 온천동,2014,1,25,4,1,0.021,27,,10.8,221.4,1.6,0
801 온천동,2014,1,25,5,1.4,0.025,26,,10.5,168.4,1.8,0
801 온천동,2014,1,25,6,1.6,0.03,36,,11.4,234.1,1.3,0
801 온천동,2014,1,25,7,1.6,0.036,40,,11.7,252.8,2.2,0
801 온천동,2014,1,25,8,1.8,0.044,53,,11.5,180.6,1.6,0
801 온천동,2014,1,25,9,1.4,0.034,57,,11.6,202.9,0.9,0
801 온천동,2014,1,25,10,0.9,0.026,57,,13.4,235.5,2.7,0
801 온천동,2014,1,25,11,1.5,0.023,57,,14.6,234.7,3.2,0
801 온천동,2014,1,25,12,0.9,0.022,50,,14.5,251.3,3.2,0
801 온천동,2014,1,25,13,1,0.031,51,,15.3,259.2,3.9,0
801 온천동,2014,1,25,14,1,0.023,49,,13.6,263.5,5.1,0
801 온천동,2014,1,25,15,1,0.027,33,,14,263.6,3.3,0.5
801 온천동,2014,1,25,16,1,0.019,27,,13.4,286.9,6.3,0.5
801 온천동,2014,1,25,17,1,0.024,25,,13.3,292.6,3.6,0
801 온천동,2014,1,25,18,1,0.024,24,,13.4,311.9,2.2,0
801 온천동,2014,1,25,19,1.1,0.026,24,,12.9,275.4,2.7,0
801 온천동,2014,1,25,20,1.1,0.026,64,,13,306.3,4,0
801 온천동,2014,1,25,21,1.2,0.023,80,,12.3,308.2,3.9,0
801 온천동,2014,1,25,22,1.2,0.019,85,,11.3,317.6,2.8,0
801 온천동,2014,1,25,23,1.2,0.02,86,,10,319.1,1.4,0
801 온천동,2014,1,25,24,1.1,0.016,72,,9.1,312.6,1,0
801 온천동,2014,1,26,1,0.9,0.013,60,,8.6,347.1,1.2,0
801 온천동,2014,1,26,2,0.8,0.012,42,,7.7,5.2,1.2,0
801 온천동,2014,1,26,3,0.7,0.012,39,,6.7,338.1,1.2,0
801 온천동,2014,1,26,4,0.6,0.014,37,,5.9,25.4,0.7,0
801 온천동,2014,1,26,5,0.5,0.011,36,,5.9,48.1,1.2,0
801 온천동,2014,1,26,6,0.3,0.013,36,,4.1,174.5,0.9,0
801 온천동,2014,1,26,7,0.3,0.038,36,,4.3,42.1,0.7,0
801 온천동,2014,1,26,8,0.3,0.06,49,,3.5,222.5,0.9,0
801 온천동,2014,1,26,9,0.2,0.023,44,,3.1,94.6,1.2,0
801 온천동,2014,1,26,10,0.5,0.018,44,,3.6,339.3,2.2,0
801 온천동,2014,1,26,11,0.9,0.019,36,,4.5,316.5,2.1,0
801 온천동,2014,1,26,12,1.1,0.017,37,,6.8,,,0
801 온천동,2014,1,26,13,1.1,0.016,46,,7.6,303.4,1.5,0
801 온천동,2014,1,26,14,1.1,0.015,43,,8.2,261.9,1.4,0
801 온천동,2014,1,26,15,1.1,0.019,43,,8.5,346.7,1.8,0
801 온천동,2014,1,26,16,1.1,0.02,32,,8.9,317.1,2,0
801 온천동,2014,1,26,17,1.2,0.02,35,,8.6,318.3,1.1,0
801 온천동,2014,1,26,18,1.2,0.025,44,,6.1,135.5,2.4,0
801 온천동,2014,1,26,19,1,0.023,44,,4.5,41.9,0.6,0
801 온천동,2014,1,26,20,1.1,0.025,45,,3.1,0,0.1,0
801 온천동,2014,1,26,21,1.1,0.023,62,,2.8,0,0.3,0
801 온천동,2014,1,26,22,1.1,0.024,50,,2.5,0,0.4,0
801 온천동,2014,1,26,23,1,0.031,45,,2.2,0,0.4,0
801 온천동,2014,1,26,24,0.7,0.02,50,,1.5,11.7,0.6,0
801 온천동,2014,1,27,1,1.1,0.018,42,,0.4,0,0.2,0
801 온천동,2014,1,27,2,1,0.017,40,,0,227.6,0.5,0
801 온천동,2014,1,27,3,1,0.017,35,,-0.4,0,0.4,0
801 온천동,2014,1,27,4,0.8,0.016,34,,-0.7,0,0.4,0
801 온천동,2014,1,27,5,0.7,0.015,44,,-1.1,23.8,0.5,0
801 온천동,2014,1,27,6,0.6,0.017,39,,-1.3,0,0.3,0
801 온천동,2014,1,27,7,0.8,0.028,42,,-1.6,1.3,0.5,0
801 온천동,2014,1,27,8,0.9,0.025,65,,-1.5,6.6,0.5,0
801 온천동,2014,1,27,9,1.2,0.028,69,,-1.8,0,0.2,0
801 온천동,2014,1,27,10,1.3,0.03,93,,0.6,30.7,0.8,0
801 온천동,2014,1,27,11,1.7,0.032,143,,3.7,280.4,0.5,0
801 온천동,2014,1,27,12,1.7,0.024,93,,7.5,198.9,1.9,0
801 온천동,2014,1,27,13,1.6,0.018,55,,8.6,237.5,3.6,0
801 온천동,2014,1,27,14,1.6,0.019,41,,8.5,243.8,3.8,0
801 온천동,2014,1,27,15,1.5,0.021,55,,8.6,238.3,4.7,0
801 온천동,2014,1,27,16,1.7,0.035,55,,9,296.7,3.8,0
801 온천동,2014,1,27,17,1.7,0.031,42,,9.1,296.9,3.8,0
801 온천동,2014,1,27,18,1.8,0.03,31,,8.8,260.9,2.8,0
801 온천동,2014,1,27,19,1.9,0.06,47,,7.7,242.9,2,0
801 온천동,2014,1,27,20,1.6,0.029,47,,7.7,252,2.9,0
801 온천동,2014,1,27,21,1.4,0.021,39,,7.4,264.3,3.7,0
801 온천동,2014,1,27,22,1.3,0.02,35,,7.6,295.1,3,0
801 온천동,2014,1,27,23,1.2,0.018,32,,7.3,260.8,3.8,0
801 온천동,2014,1,27,24,1.2,0.019,24,,6.7,,,0
801 온천동,2014,1,28,1,1,0.018,24,,6.8,227.7,3.2,0
801 온천동,2014,1,28,2,0.9,0.016,23,,6.3,230.7,2.1,0
801 온천동,2014,1,28,3,0.9,0.015,26,,6.4,225.4,2.9,0
801 온천동,2014,1,28,4,0.9,0.017,21,,6.9,256.6,3.2,0
801 온천동,2014,1,28,5,0.7,0.011,26,,6.4,230.3,2.8,0
801 온천동,2014,1,28,6,0.9,0.019,26,,7.2,296.1,4.6,0
801 온천동,2014,1,28,7,1.3,0.034,27,,6.5,261,3.6,0
801 온천동,2014,1,28,8,1.3,0.028,30,,6.4,264.1,2.8,0
801 온천동,2014,1,28,9,1.4,0.024,38,,6.3,244.5,2.4,0
801 온천동,2014,1,28,10,1.4,0.023,40,,7.6,287.9,2.8,0
801 온천동,2014,1,28,11,1.5,0.021,40,,8,278.3,4.8,0
801 온천동,2014,1,28,12,1.5,0.022,45,,8.9,273.1,5.4,0
801 온천동,2014,1,28,13,1.4,0.021,54,,10.1,286.7,4.5,0
801 온천동,2014,1,28,14,1.4,0.019,54,,11.6,276.7,2.7,0
801 온천동,2014,1,28,15,1.4,0.024,64,,12.4,278.5,2.6,0
801 온천동,2014,1,28,16,1.3,0.027,65,,11.9,332.7,2.3,0
801 온천동,2014,1,28,17,1.4,0.027,65,,12.1,320.3,3.2,0
801 온천동,2014,1,28,18,점검,점검,68,,12.1,307.5,2.9,0
801 온천동,2014,1,28,19,1.2,0.027,48,,10.4,351,0.7,0
801 온천동,2014,1,28,20,1.6,0.035,60,,8.9,0,0.3,0
801 온천동,2014,1,28,21,1.5,0.026,56,,8,0,0.2,0
801 온천동,2014,1,28,22,1.7,0.028,40,,6.7,111,1,0
801 온천동,2014,1,28,23,1.7,0.029,51,,5.5,33.1,1.2,0
801 온천동,2014,1,28,24,1.4,0.025,51,,4,54,1.8,0
801 온천동,2014,1,29,1,1.2,0.022,51,,3.3,47.3,1.2,0
801 온천동,2014,1,29,2,1,0.02,41,,1.6,0,0.3,0
801 온천동,2014,1,29,3,0.8,0.019,35,,1.2,79.3,0.6,0
801 온천동,2014,1,29,4,0.8,0.019,33,,0.8,0,0.2,0
801 온천동,2014,1,29,5,0.7,0.018,32,,0.3,63.6,0.8,0
801 온천동,2014,1,29,6,0.5,0.02,32,,-0.5,0,0.4,0
801 온천동,2014,1,29,7,0.6,0.03,29,,-0.3,0,0.1,0
801 온천동,2014,1,29,8,0.7,0.031,46,,-0.6,72.4,0.6,0
801 온천동,2014,1,29,9,1,0.03,43,,-0.3,0,0.2,0
801 온천동,2014,1,29,10,1.3,0.032,68,,3,67.7,0.6,0
801 온천동,2014,1,29,11,2,0.038,73,,7.8,0,0.4,0
801 온천동,2014,1,29,12,1.5,0.027,93,,11,221.6,1.4,0
801 온천동,2014,1,29,13,1.3,0.023,93,,11.8,218.6,3,0
801 온천동,2014,1,29,14,1.3,0.023,51,,12.5,244.1,2.2,0
801 온천동,2014,1,29,15,1.4,0.026,35,,12.8,210.1,2.8,0
801 온천동,2014,1,29,16,1.6,0.037,56,,12.8,211.5,3.4,0
801 온천동,2014,1,29,17,1.4,0.032,73,,12.1,224.2,1.6,0
801 온천동,2014,1,29,18,1.3,0.031,62,,11.2,250.8,2.5,0
801 온천동,2014,1,29,19,1.4,0.029,57,,10.4,257,0.8,0
801 온천동,2014,1,29,20,1.3,0.026,59,,10.3,266.5,1,0
801 온천동,2014,1,29,21,1.3,0.028,59,,10.2,263.1,1.8,0
801 온천동,2014,1,29,22,1.3,0.024,56,,9.8,246.1,1.5,0
801 온천동,2014,1,29,23,1.2,0.022,49,,9.8,258.3,0.9,0
801 온천동,2014,1,29,24,1.5,0.022,47,,10.2,299.1,1.3,0
801 온천동,2014,1,30,1,1.1,0.021,48,,10.2,214.9,0.9,0
801 온천동,2014,1,30,2,1,0.017,52,,10.2,247.3,1.8,0
801 온천동,2014,1,30,3,1,0.019,47,,9.1,257.8,1.7,0
801 온천동,2014,1,30,4,1,0.019,49,,8.7,228.3,1.2,0
801 온천동,2014,1,30,5,1.2,0.021,50,,9.4,197.6,1.7,0.5
801 온천동,2014,1,30,6,1.2,0.025,45,,9.6,212.4,1.6,0
801 온천동,2014,1,30,7,1.4,0.025,46,,9.4,178.1,1.3,0
801 온천동,2014,1,30,8,1,0.023,46,,9.5,0,0.4,0
801 온천동,2014,1,30,9,1,0.025,37,,10,246.8,2.3,0
801 온천동,2014,1,30,10,1.2,0.025,48,,10.1,222.8,2.1,0
801 온천동,2014,1,30,11,1.2,0.022,64,,10.7,298.2,3.8,0
801 온천동,2014,1,30,12,1.1,0.018,69,,11.1,295.3,3.4,0
801 온천동,2014,1,30,13,1.1,0.016,59,,12.2,287.9,4.2,0
